time,command,ambient_temp,room_temp,humidity,energy,total_energy,reason
2019-11-01 05:00:05.507,off,25.7,25.7,58.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:10.507,off,25.7,25.7,58.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:15.507,off,25.7,25.7,58.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:20.507,off,25.5,25.62,59.5,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:25.507,off,25.5,25.55,59.5,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:30.507,off,25.57,25.57,59.33,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:35.507,off,25.57,25.57,59.33,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:40.507,off,25.48,25.49,59.52,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:45.507,off,25.48,25.41,59.52,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:50.507,off,25.48,25.4,59.52,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:00:55.507,off,25.48,25.4,59.52,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:00.507,off,25.66,25.48,58.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:05.507,off,25.66,25.55,58.9,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:10.507,off,25.8,25.63,58.48,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:15.507,off,25.71,25.71,58.71,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:20.507,off,25.71,25.78,58.71,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:25.507,off,25.71,25.86,58.71,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:30.507,off,25.79,25.94,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:35.507,off,25.79,26.0,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:40.507,off,25.79,26.0,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:45.507,off,25.79,26.0,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:50.507,off,25.79,26.0,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:01:55.507,off,25.79,26.0,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:00.507,off,25.79,26.0,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:05.507,off,25.79,26.0,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:10.507,off,25.79,26.0,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:15.507,off,25.73,25.92,58.61,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:20.507,off,25.73,25.85,58.61,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:25.507,off,25.81,25.92,58.38,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:30.507,off,25.76,25.85,58.53,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:35.507,off,25.76,25.77,58.53,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:40.507,off,25.76,25.83,58.56,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:45.507,off,25.76,25.83,58.56,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:50.507,off,25.8,25.77,58.39,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:02:55.507,off,25.8,25.77,58.39,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:00.507,off,25.8,25.77,58.39,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:05.507,off,25.8,25.77,58.39,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:10.507,off,25.76,25.73,58.51,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:15.507,off,25.76,25.73,58.51,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:20.507,off,25.76,25.73,58.51,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:25.507,off,25.8,25.81,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:30.507,off,25.8,25.89,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:35.507,off,25.8,25.96,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:40.507,off,25.8,25.97,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:45.507,off,25.8,25.97,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:50.507,off,25.8,25.97,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:03:55.507,off,25.8,25.97,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:00.507,off,25.8,25.97,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:05.507,off,25.84,26.0,58.24,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:10.507,off,25.84,26.0,58.24,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:15.507,off,25.82,26.08,58.28,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:20.507,off,25.82,26.13,58.28,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:25.507,off,25.78,26.06,58.38,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:30.507,off,25.78,25.98,58.38,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:35.507,off,25.75,25.9,58.47,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:40.507,off,25.75,25.83,58.47,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:45.507,off,25.72,25.75,58.55,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:50.507,off,25.72,25.67,58.57,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:04:55.507,off,25.72,25.6,58.57,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:00.507,off,25.72,25.52,58.57,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:05.507,off,25.72,25.44,58.57,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:10.507,off,25.72,25.5,58.57,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:15.507,off,25.72,25.5,58.57,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:20.507,off,25.77,25.58,58.4,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:25.507,off,25.77,25.65,58.4,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:30.507,off,25.78,25.73,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:35.507,off,25.78,25.81,58.37,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:40.507,off,25.81,25.88,58.27,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:45.507,off,25.81,25.9,58.27,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:50.507,off,25.81,25.9,58.27,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:05:55.507,off,25.84,25.98,58.18,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:00.507,off,25.81,26.05,58.28,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:05.507,off,25.81,26.13,58.28,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:10.507,off,25.8,26.21,58.28,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:15.507,off,25.83,26.17,58.22,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:20.507,off,25.83,26.17,58.22,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:25.507,off,25.82,26.09,58.22,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:30.507,off,25.8,26.01,58.31,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:35.507,off,25.8,25.94,58.33,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:40.507,off,25.8,25.86,58.33,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:45.507,off,25.79,25.78,58.35,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:50.507,off,25.79,25.71,58.35,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:06:55.507,off,25.76,25.63,58.43,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:00.507,off,25.76,25.55,58.43,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:05.507,off,25.79,25.63,58.35,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:10.507,off,25.79,25.71,58.35,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:15.507,off,25.81,25.73,58.27,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:20.507,off,25.83,25.81,58.19,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:25.507,off,25.8,25.89,58.27,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:30.507,off,25.83,25.96,58.19,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:35.507,off,25.83,26.0,58.19,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:40.507,off,25.81,26.03,58.24,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:45.507,off,25.81,26.03,58.24,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:50.507,off,25.79,26.03,58.33,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:07:55.507,off,25.79,26.03,58.33,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:00.507,off,25.78,25.96,58.36,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:05.507,off,25.75,25.88,58.43,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:10.507,off,25.78,25.8,58.36,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:15.507,off,25.78,25.73,58.36,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:20.507,off,25.78,25.65,58.36,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:25.507,off,25.75,25.57,58.46,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:30.507,off,25.75,25.5,58.46,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:35.507,off,25.75,25.42,58.46,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:40.507,off,25.75,25.37,58.46,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:45.507,off,25.74,25.44,58.48,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:50.507,off,25.74,25.47,58.48,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:08:55.507,off,25.74,25.47,58.48,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:00.507,off,25.74,25.47,58.48,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:05.507,off,25.69,25.39,58.64,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:10.507,off,25.69,25.33,58.64,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:15.507,off,25.69,25.33,58.63,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:20.507,off,25.67,25.37,58.7,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:25.507,off,25.7,25.37,58.63,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:30.507,off,25.7,25.37,58.63,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:35.507,off,25.76,25.44,58.45,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:40.507,off,25.76,25.52,58.45,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:45.507,off,25.76,25.6,58.45,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:50.507,off,25.77,25.67,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:09:55.507,off,25.77,25.74,58.45,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:00.507,off,25.77,25.8,58.45,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:05.507,off,25.77,25.8,58.45,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:10.507,off,25.77,25.8,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:15.507,off,25.77,25.8,58.42,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:20.507,off,25.74,25.8,58.53,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:25.507,off,25.71,25.72,58.6,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:30.507,off,25.71,25.65,58.6,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:35.507,off,25.71,25.57,58.6,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:40.507,off,25.69,25.49,58.67,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:45.507,off,25.68,25.42,58.68,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:50.507,off,25.68,25.34,58.68,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:10:55.507,off,25.64,25.42,58.79,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:00.507,off,25.64,25.43,58.79,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:05.507,off,25.62,25.43,58.84,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:10.507,off,25.59,25.43,58.95,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:15.507,off,25.58,25.43,58.96,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:20.507,off,25.58,25.47,58.95,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:25.507,off,25.54,25.39,59.07,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:30.507,off,25.55,25.47,59.06,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:35.507,off,25.54,25.5,59.07,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:40.507,off,25.54,25.5,59.07,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:45.507,off,25.54,25.5,59.08,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:50.507,off,25.58,25.58,58.96,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:11:55.507,off,25.6,25.65,58.91,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:12:00.507,off,25.58,25.73,58.95,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:12:05.507,off,25.54,25.77,59.08,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:12:10.507,off,25.53,25.69,59.11,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:12:15.507,off,25.53,25.61,59.11,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:12:20.507,off,25.53,25.69,59.12,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:12:25.507,off,25.53,25.73,59.12,0.0,0.0,Passive simulation (no HVAC)
2019-11-01 05:12:30.507,off,25.53,25.73,59.12,0.0,0.0,Passive simulation (no HVAC)
